PEGE_DOCUMENTOIDENTIDAD,PROG_CODIGOICFES,PERIODO,PENG_PRIMERNOMBRE,PENG_PRIMERAPELLIDO,PENG_SEGUNDONOMBRE,PENG_SEGUNDOAPELLIDO,PEGE_MAIL,PEGE_TELEFONOCELULAR,PEGE_TELEFONO,ESTP_FECHAINGRESO,ESTP_CODIGOMATRICULA,ESTP_ID,FRAN_DESCRIPCION,UNID_NOMBRE,MAAC_PROMEDIO,ESTP_PROMEDIOGENERAL,CATE_DESCRIPCION,tipodocumento,fechanacimiento,genero
1147640301,10925,2020-1,ANA,GUTIERREZ,EDUARDO,RAMOS,ana.gutierrez215@correo.edu.co,3682302340,6072324773,12/02/2020,2020-01,ECM-20201-215,DIURNA,PRINCIPAL,4.9,4.8,INSCRITO,CC,03/12/1995,F
1328697788,18271,2022-1,PEDRO,ROMERO,MARCELA,HERRERA,pedro.romero216@correo.edu.co,3120369739,6071782783,06/02/2022,2022-01,ECM-20221-216,DIURNA,NORTE,4.2,3.9,INSCRITO,CC,04/06/1998,F
1208289018,10923,2022-1,FELIPE,RAMIREZ,ENRIQUE,NIETO,felipe.ramirez217@correo.edu.co,3639424037,6071111645,06/02/2022,2022-01,ECM-20221-217,DIURNA,NORTE,4.6,2.9,INSCRITO,CC,06/10/2000,F
1094842748,10923,2018-2,JORGE,RAMIREZ,ELENA,RIOS,jorge.ramirez218@correo.edu.co,3806775401,6078617202,05/07/2018,2018-02,ECM-20182-218,SABATINA,PRINCIPAL,3.7,4.8,ACTIVO,CC,02/10/1995,F
1823255878,10926,2024-1,MONICA,TORRES,JOSE,ACOSTA,monica.torres219@correo.edu.co,3303416758,6073591881,06/02/2024,2024-01,ECM-20241-219,SABATINA,PRINCIPAL,4.8,4.6,ACTIVO,CC,14/02/1995,M
1214476745,10924,2023-2,LAURA,JIMENEZ,FERNANDO,MOLINA,laura.jimenez220@correo.edu.co,3131859949,6078362181,13/07/2023,2023-02,ECM-20232-220,DIURNA,SUR,2.6,3.7,INSCRITO,CC,01/08/2002,M
1572436095,10922,2018-2,ANDREA,ROMERO,BEATRIZ,DELGADO,andrea.romero221@correo.edu.co,3837820148,6075288679,10/07/2018,2018-02,ECM-20182-221,NOCTURNA,NORTE,4.5,4.6,MATRICULADO,CC,11/02/1997,F
1619980124,10926,2021-1,DAVID,RODRIGUEZ,FERNANDO,SUAREZ,david.rodriguez222@correo.edu.co,3950037626,6071990650,12/02/2021,2021-01,ECM-20211-222,SABATINA,NORTE,2.5,4.0,ACTIVO,CC,10/03/1997,M
1701942497,10923,2020-1,ANA,SANCHEZ,VICTORIA,NIETO,ana.sanchez223@correo.edu.co,3356133150,6077889351,15/02/2020,2020-01,ECM-20201-223,DIURNA,PRINCIPAL,3.5,3.8,MATRICULADO,CC,19/05/2000,F
1436137038,18272,2024-1,NATALIA,HERNANDEZ,RODRIGO,HERRERA,natalia.hernandez224@correo.edu.co,3415217391,6074351047,07/02/2024,2024-01,ECM-20241-224,SABATINA,PRINCIPAL,3.0,4.3,ACTIVO,CC,31/10/1999,M
1288000172,10926,2020-1,HECTOR,GUTIERREZ,FERNANDO,SUAREZ,hector.gutierrez225@correo.edu.co,3923708557,6075771702,11/02/2020,2020-01,ECM-20201-225,NOCTURNA,NORTE,4.1,2.5,INSCRITO,CC,31/01/1995,F
1492971067,18271,2019-1,MONICA,MEDINA,CRISTINA,BLANCO,monica.medina226@correo.edu.co,3662320148,6076328872,03/02/2019,2019-01,ECM-20191-226,NOCTURNA,PRINCIPAL,3.9,3.6,INSCRITO,CC,17/10/2001,F
1107302265,10923,2023-1,MARIA,MEDINA,ERNESTO,MENDOZA,maria.medina227@correo.edu.co,3672579398,6073409692,04/02/2023,2023-01,ECM-20231-227,NOCTURNA,SUR,3.8,2.7,INSCRITO,CC,07/08/1995,M
1793784351,10929,2023-1,ANDRES,ALVAREZ,BEATRIZ,MOLINA,andres.alvarez228@correo.edu.co,3577511601,6071667486,09/02/2023,2023-01,ECM-20231-228,NOCTURNA,CENTRO,2.7,3.8,ACTIVO,CC,06/10/2001,M
1339504423,10923,2019-1,VALENTINA,PEREZ,HUGO,SILVA,valentina.perez229@correo.edu.co,3615639781,6073405225,01/02/2019,2019-01,ECM-20191-229,SABATINA,NORTE,4.8,4.3,INSCRITO,CC,13/03/1995,M
1048277460,18272,2018-2,PEDRO,MORENO,MAURICIO,VEGA,pedro.moreno230@correo.edu.co,3383530678,6074648345,11/07/2018,2018-02,ECM-20182-230,SABATINA,NORTE,3.9,2.8,INSCRITO,CC,17/04/1997,M
1879089459,10923,2021-2,MARIA,HERNANDEZ,EDUARDO,MENDOZA,maria.hernandez231@correo.edu.co,3304558409,6077347414,04/07/2021,2021-02,ECM-20212-231,NOCTURNA,SUR,4.4,4.8,INSCRITO,CC,02/11/1995,F
1763960564,18271,2021-1,LUIS,SANCHEZ,MAURICIO,ORTEGA,luis.sanchez232@correo.edu.co,3656101423,6072807487,01/02/2021,2021-01,ECM-20211-232,SABATINA,CENTRO,3.7,2.5,MATRICULADO,CC,03/02/1995,F
1671481145,10925,2021-2,VALENTINA,ALVAREZ,ELENA,SUAREZ,valentina.alvarez233@correo.edu.co,3597816436,6076372747,06/07/2021,2021-02,ECM-20212-233,SABATINA,CENTRO,2.8,3.4,ACTIVO,CC,20/09/1996,M
1356457103,10929,2021-2,MONICA,GOMEZ,HUGO,DELGADO,monica.gomez234@correo.edu.co,3743281260,6071684769,14/07/2021,2021-02,ECM-20212-234,SABATINA,PRINCIPAL,3.5,4.1,MATRICULADO,CC,08/02/1998,F
1243391412,10929,2018-1,FELIPE,HERNANDEZ,MARCELA,VEGA,felipe.hernandez235@correo.edu.co,3108056349,6071666835,15/02/2018,2018-01,ECM-20181-235,DIURNA,CENTRO,3.9,2.6,MATRICULADO,CC,13/11/2002,M
1585403276,10922,2021-1,HECTOR,MARTINEZ,CRISTINA,SILVA,hector.martinez236@correo.edu.co,3830570342,6073021109,02/02/2021,2021-01,ECM-20211-236,NOCTURNA,CENTRO,3.1,3.6,ACTIVO,CC,05/06/2002,F
1639931383,10922,2019-1,SEBASTIAN,RODRIGUEZ,ELENA,NIETO,sebastian.rodriguez237@correo.edu.co,3489142797,6072379409,11/02/2019,2019-01,ECM-20191-237,NOCTURNA,NORTE,4.7,4.6,ACTIVO,CC,18/11/2001,F
1623537327,10922,2023-1,ANDRES,DIAZ,JOSE,ORTEGA,andres.diaz238@correo.edu.co,3529541821,6071490045,12/02/2023,2023-01,ECM-20231-238,NOCTURNA,PRINCIPAL,3.4,2.6,ACTIVO,CC,27/02/1999,M
1160261051,10926,2018-2,VALENTINA,ALVAREZ,ISABEL,REYES,valentina.alvarez239@correo.edu.co,3152279363,6073575412,10/07/2018,2018-02,ECM-20182-239,SABATINA,NORTE,3.7,4.8,INSCRITO,CC,28/04/1997,F
1398703454,10924,2024-1,ANA,SANCHEZ,ISABEL,SILVA,ana.sanchez240@correo.edu.co,3966049602,6075069636,04/02/2024,2024-01,ECM-20241-240,NOCTURNA,CENTRO,2.6,3.9,MATRICULADO,CC,27/09/1997,F
1045780147,10924,2019-2,DIANA,MORENO,PATRICIA,MOLINA,diana.moreno241@correo.edu.co,3572137220,6072780579,01/07/2019,2019-02,ECM-20192-241,DIURNA,SUR,2.8,4.1,INSCRITO,CC,27/08/2003,M
1499836153,10926,2024-1,SEBASTIAN,HERNANDEZ,ERNESTO,PALACIOS,sebastian.hernandez242@correo.edu.co,3650947069,6075811860,12/02/2024,2024-01,ECM-20241-242,DIURNA,NORTE,3.5,3.5,INSCRITO,CC,14/08/1999,M
1002644082,10925,2021-2,PEDRO,PEREZ,RODRIGO,VILLAMIZAR,pedro.perez243@correo.edu.co,3861038492,6074233199,14/07/2021,2021-02,ECM-20212-243,DIURNA,SUR,3.1,3.5,INSCRITO,CC,06/10/1999,M
1598050040,10929,2023-1,CAROLINA,RODRIGUEZ,TERESA,MOLINA,carolina.rodriguez244@correo.edu.co,3439272795,6072558166,03/02/2023,2023-01,ECM-20231-244,SABATINA,PRINCIPAL,3.2,3.7,ACTIVO,CC,30/06/1996,F
1294218249,10923,2018-1,FELIPE,MORENO,MARCELA,ROJAS,felipe.moreno245@correo.edu.co,3913891817,6078561403,06/02/2018,2018-01,ECM-20181-245,DIURNA,SUR,2.7,2.5,MATRICULADO,CC,10/03/1995,F
1094315955,10926,2020-1,CAROLINA,RUIZ,LUCIA,MORA,carolina.ruiz246@correo.edu.co,3116340444,6076816028,05/02/2020,2020-01,ECM-20201-246,DIURNA,CENTRO,3.0,3.2,INSCRITO,CC,23/05/2003,F
1703592075,10926,2019-1,ALEJANDRO,ROMERO,PATRICIA,MOLINA,alejandro.romero247@correo.edu.co,3704502059,6076828392,13/02/2019,2019-01,ECM-20191-247,DIURNA,PRINCIPAL,2.7,4.6,ACTIVO,CC,09/12/2000,M
1184676201,10929,2022-2,SANTIAGO,TORRES,TERESA,QUINTERO,santiago.torres248@correo.edu.co,3936813722,6073395981,02/07/2022,2022-02,ECM-20222-248,NOCTURNA,NORTE,4.9,3.5,ACTIVO,CC,24/09/1999,M
1352887963,10922,2021-2,MONICA,MEDINA,ALBERTO,SILVA,monica.medina249@correo.edu.co,3325094037,6075664325,01/07/2021,2021-02,ECM-20212-249,DIURNA,PRINCIPAL,3.8,4.5,MATRICULADO,CC,03/09/1995,M
1023678946,10922,2020-2,SEBASTIAN,PEREZ,ISABEL,RIOS,sebastian.perez250@correo.edu.co,3262329092,6072764750,09/07/2020,2020-02,ECM-20202-250,SABATINA,PRINCIPAL,3.4,2.6,INSCRITO,CC,08/09/1999,M
1792522615,10924,2022-1,HECTOR,GOMEZ,ENRIQUE,VEGA,hector.gomez251@correo.edu.co,3872998693,6074464661,10/02/2022,2022-01,ECM-20221-251,NOCTURNA,SUR,3.5,4.1,MATRICULADO,CC,24/03/2000,F
1398631063,10925,2024-1,PEDRO,HERNANDEZ,PATRICIA,ORTEGA,pedro.hernandez252@correo.edu.co,3569673741,6071601536,11/02/2024,2024-01,ECM-20241-252,NOCTURNA,NORTE,4.7,4.2,MATRICULADO,CC,20/05/1996,F
1156111196,10925,2019-1,IVAN,MEDINA,ISABEL,RIOS,ivan.medina253@correo.edu.co,3422413864,6076663311,02/02/2019,2019-01,ECM-20191-253,NOCTURNA,NORTE,3.6,2.6,ACTIVO,CC,17/02/1997,F
1801399246,18271,2021-2,VALENTINA,RUIZ,HUGO,QUINTERO,valentina.ruiz254@correo.edu.co,3310094759,6072604442,05/07/2021,2021-02,ECM-20212-254,DIURNA,CENTRO,3.9,4.0,MATRICULADO,CC,16/03/1995,F
1073920525,10926,2021-1,SEBASTIAN,TORRES,CLAUDIA,SUAREZ,sebastian.torres255@correo.edu.co,3674997159,6074237451,04/02/2021,2021-01,ECM-20211-255,SABATINA,CENTRO,4.7,3.7,ACTIVO,CC,10/02/1998,F
1153731708,10924,2019-2,SEBASTIAN,PEREZ,JOSE,ACOSTA,sebastian.perez256@correo.edu.co,3455566586,6073434916,02/07/2019,2019-02,ECM-20192-256,DIURNA,PRINCIPAL,3.5,4.7,INSCRITO,CC,12/03/1995,F
1298973400,10922,2020-2,ANDREA,RUIZ,TERESA,MOLINA,andrea.ruiz257@correo.edu.co,3455895997,6072912019,10/07/2020,2020-02,ECM-20202-257,NOCTURNA,NORTE,3.7,2.6,MATRICULADO,CC,20/04/1999,M
1734208469,10929,2021-1,ANA,GUTIERREZ,LUCIA,QUINTERO,ana.gutierrez258@correo.edu.co,3987078255,6072253039,15/02/2021,2021-01,ECM-20211-258,DIURNA,CENTRO,3.0,2.8,ACTIVO,CC,30/12/2000,F
1112804550,10925,2021-1,CAMILA,RAMIREZ,ISABEL,MENDOZA,camila.ramirez259@correo.edu.co,3959873857,6077003882,06/02/2021,2021-01,ECM-20211-259,NOCTURNA,PRINCIPAL,3.5,3.1,MATRICULADO,CC,02/08/1996,F
1115944223,10924,2019-2,IVAN,GARCIA,MAURICIO,SILVA,ivan.garcia260@correo.edu.co,3327375014,6074101090,02/07/2019,2019-02,ECM-20192-260,SABATINA,CENTRO,4.8,2.5,MATRICULADO,CC,16/05/1997,F
1564214645,10929,2024-1,ANA,VARGAS,HUGO,ROJAS,ana.vargas261@correo.edu.co,3658490831,6079688394,14/02/2024,2024-01,ECM-20241-261,DIURNA,CENTRO,4.5,4.6,ACTIVO,CC,27/10/2002,M
1233492564,18272,2023-2,JUAN,ROMERO,CLAUDIA,ROJAS,juan.romero262@correo.edu.co,3428861939,6076373536,04/07/2023,2023-02,ECM-20232-262,SABATINA,CENTRO,3.3,3.5,ACTIVO,CC,19/05/1997,M
1444753514,10922,2018-1,VALENTINA,RUIZ,RODRIGO,CRUZ,valentina.ruiz263@correo.edu.co,3811822587,6071713361,10/02/2018,2018-01,ECM-20181-263,SABATINA,SUR,4.5,4.0,MATRICULADO,CC,27/12/1996,F
1566111674,10929,2021-1,CARLOS,RODRIGUEZ,CRISTINA,PALACIOS,carlos.rodriguez264@correo.edu.co,3129145456,6072055139,02/02/2021,2021-01,ECM-20211-264,SABATINA,CENTRO,4.0,2.8,MATRICULADO,CC,17/03/2000,M
1101652416,18272,2018-1,MONICA,ROMERO,VICTORIA,MENDOZA,monica.romero265@correo.edu.co,3455672207,6074462322,05/02/2018,2018-01,ECM-20181-265,NOCTURNA,SUR,2.9,3.6,INSCRITO,CC,21/06/2000,F
1429324529,10922,2019-2,LUIS,DIAZ,ALBERTO,REYES,luis.diaz266@correo.edu.co,3100809248,6076815615,08/07/2019,2019-02,ECM-20192-266,DIURNA,SUR,2.5,4.0,ACTIVO,CC,04/10/2003,F
1547403198,10925,2024-1,PEDRO,DIAZ,MAURICIO,ROJAS,pedro.diaz267@correo.edu.co,3575899502,6079933562,02/02/2024,2024-01,ECM-20241-267,DIURNA,SUR,2.9,4.9,ACTIVO,CC,06/03/1997,M
1540420711,10925,2023-1,JORGE,ROMERO,VICTORIA,SILVA,jorge.romero268@correo.edu.co,3863494423,6072645716,12/02/2023,2023-01,ECM-20231-268,DIURNA,SUR,4.7,4.4,ACTIVO,CC,01/03/2003,M
1308808377,10925,2018-1,NATALIA,MARTINEZ,GUILLERMO,NIETO,natalia.martinez269@correo.edu.co,3696275576,6075248277,06/02/2018,2018-01,ECM-20181-269,SABATINA,PRINCIPAL,3.5,3.7,ACTIVO,CC,11/08/2002,F
1527560970,10925,2023-2,MARIA,PEREZ,ELENA,SUAREZ,maria.perez270@correo.edu.co,3809076774,6073476574,08/07/2023,2023-02,ECM-20232-270,SABATINA,SUR,4.1,3.9,MATRICULADO,CC,07/03/1996,F
1227432232,18272,2021-1,JULIAN,ALVAREZ,CLAUDIA,VEGA,julian.alvarez271@correo.edu.co,3934270072,6079643389,05/02/2021,2021-01,ECM-20211-271,SABATINA,SUR,4.3,2.8,ACTIVO,CC,26/08/2002,F
1196888812,10923,2019-2,DIANA,ROMERO,ISABEL,VILLAMIZAR,diana.romero272@correo.edu.co,3518624789,6073835889,03/07/2019,2019-02,ECM-20192-272,NOCTURNA,PRINCIPAL,2.9,3.2,ACTIVO,CC,24/07/2003,M
1441600310,10929,2020-2,NATALIA,VARGAS,HUGO,VEGA,natalia.vargas273@correo.edu.co,3739471534,6071224743,05/07/2020,2020-02,ECM-20202-273,NOCTURNA,CENTRO,2.7,2.6,MATRICULADO,CC,10/07/1995,M
1070722000,10926,2023-2,SANTIAGO,SANCHEZ,RODRIGO,ORTEGA,santiago.sanchez274@correo.edu.co,3911708084,6072246876,06/07/2023,2023-02,ECM-20232-274,NOCTURNA,PRINCIPAL,3.9,4.7,MATRICULADO,CC,30/07/1999,M
1192961662,10926,2019-1,ANDREA,ROMERO,CLAUDIA,ORTEGA,andrea.romero275@correo.edu.co,3104865827,6072266637,05/02/2019,2019-01,ECM-20191-275,DIURNA,PRINCIPAL,2.5,3.7,INSCRITO,CC,28/10/2001,F
1615118331,10929,2021-1,MONICA,CASTRO,PATRICIA,MORA,monica.castro276@correo.edu.co,3558566345,6071486363,05/02/2021,2021-01,ECM-20211-276,SABATINA,SUR,3.2,4.8,ACTIVO,CC,21/11/2003,F
1141566201,10926,2018-1,LUIS,RAMIREZ,CLAUDIA,DELGADO,luis.ramirez277@correo.edu.co,3555377716,6075951715,14/02/2018,2018-01,ECM-20181-277,SABATINA,PRINCIPAL,3.9,4.1,MATRICULADO,CC,31/05/1997,F
1146975064,18272,2021-1,JULIAN,SANCHEZ,PATRICIA,MORA,julian.sanchez278@correo.edu.co,3315686190,6076361182,12/02/2021,2021-01,ECM-20211-278,DIURNA,PRINCIPAL,3.2,4.6,ACTIVO,CC,02/05/1999,M
1572551250,18272,2023-2,LAURA,ROMERO,EDUARDO,SILVA,laura.romero279@correo.edu.co,3605707187,6073352048,10/07/2023,2023-02,ECM-20232-279,DIURNA,SUR,4.2,3.1,MATRICULADO,CC,04/03/2000,F
1363336457,10923,2020-1,SANTIAGO,VARGAS,ALBERTO,BLANCO,santiago.vargas280@correo.edu.co,3656730241,6073793621,15/02/2020,2020-01,ECM-20201-280,DIURNA,NORTE,3.7,2.9,ACTIVO,CC,13/03/1998,M
1096998744,18271,2019-1,ANDREA,DIAZ,LUCIA,NIETO,andrea.diaz281@correo.edu.co,3973324130,6071577604,14/02/2019,2019-01,ECM-20191-281,SABATINA,CENTRO,2.8,3.4,INSCRITO,CC,18/07/2001,F
1853586983,10929,2024-1,DIANA,SANCHEZ,MARCELA,PALACIOS,diana.sanchez282@correo.edu.co,3540789761,6072209395,01/02/2024,2024-01,ECM-20241-282,SABATINA,CENTRO,3.7,2.7,INSCRITO,CC,19/05/2003,F
1459104707,10924,2024-1,CAMILA,MARTINEZ,MAURICIO,VEGA,camila.martinez283@correo.edu.co,3482919773,6072427537,15/02/2024,2024-01,ECM-20241-283,NOCTURNA,CENTRO,3.0,2.9,ACTIVO,CC,26/07/2002,M
1024186104,10926,2018-2,LORENA,TORRES,ERNESTO,QUINTERO,lorena.torres284@correo.edu.co,3240280704,6077635903,09/07/2018,2018-02,ECM-20182-284,SABATINA,CENTRO,4.0,3.7,ACTIVO,CC,16/11/1995,F
1684562550,10929,2018-2,DAVID,VARGAS,BEATRIZ,MORA,david.vargas285@correo.edu.co,3615989021,6073779391,10/07/2018,2018-02,ECM-20182-285,NOCTURNA,PRINCIPAL,4.3,2.6,ACTIVO,CC,16/01/2002,F
1670669135,10924,2023-1,IVAN,MARTINEZ,MARCELA,SUAREZ,ivan.martinez286@correo.edu.co,3476868315,6077715138,07/02/2023,2023-01,ECM-20231-286,DIURNA,CENTRO,4.6,3.7,INSCRITO,CC,10/03/1999,M
1316804805,10923,2018-2,PEDRO,MORENO,RODRIGO,SUAREZ,pedro.moreno287@correo.edu.co,3612651419,6079735267,10/07/2018,2018-02,ECM-20182-287,SABATINA,NORTE,4.6,2.9,INSCRITO,CC,08/01/2002,F
1569371160,10924,2023-1,MARIA,MEDINA,MARCELA,RAMOS,maria.medina288@correo.edu.co,3192042330,6071777630,12/02/2023,2023-01,ECM-20231-288,NOCTURNA,NORTE,2.8,2.7,MATRICULADO,CC,30/07/2001,F
1850967448,10922,2023-1,JORGE,RUIZ,CRISTINA,QUINTERO,jorge.ruiz289@correo.edu.co,3465038184,6073912764,11/02/2023,2023-01,ECM-20231-289,NOCTURNA,SUR,3.6,2.5,ACTIVO,CC,25/11/1997,F
1180902730,10923,2023-2,LUIS,TORRES,HUGO,VILLAMIZAR,luis.torres290@correo.edu.co,3306743708,6075473225,11/07/2023,2023-02,ECM-20232-290,SABATINA,PRINCIPAL,2.7,4.1,MATRICULADO,CC,15/11/1997,M
1623843887,10929,2020-1,MONICA,MEDINA,HUGO,ACOSTA,monica.medina291@correo.edu.co,3597367873,6072067234,12/02/2020,2020-01,ECM-20201-291,DIURNA,NORTE,2.8,4.7,MATRICULADO,CC,21/03/1996,F
1121310921,10926,2022-1,LORENA,GOMEZ,ALBERTO,ACOSTA,lorena.gomez292@correo.edu.co,3824040261,6075703466,10/02/2022,2022-01,ECM-20221-292,NOCTURNA,CENTRO,4.8,3.7,INSCRITO,CC,10/07/1999,M
1184890130,18271,2020-1,ALEJANDRO,ALVAREZ,JOSE,VILLAMIZAR,alejandro.alvarez293@correo.edu.co,3482432682,6078835500,14/02/2020,2020-01,ECM-20201-293,SABATINA,CENTRO,4.9,3.3,ACTIVO,CC,03/08/1998,M
1099900768,10929,2024-1,LORENA,MEDINA,CRISTINA,MENDOZA,lorena.medina294@correo.edu.co,3983046784,6072097745,13/02/2024,2024-01,ECM-20241-294,NOCTURNA,NORTE,4.1,3.5,MATRICULADO,CC,30/12/1998,M
1754323534,18272,2018-2,HECTOR,ALVAREZ,ELENA,REYES,hector.alvarez295@correo.edu.co,3213647006,6073808431,08/07/2018,2018-02,ECM-20182-295,SABATINA,CENTRO,4.0,4.8,INSCRITO,CC,05/02/2002,F
1624690190,10925,2024-1,SERGIO,GOMEZ,VICTORIA,ORTEGA,sergio.gomez296@correo.edu.co,3747086555,6071216851,02/02/2024,2024-01,ECM-20241-296,DIURNA,NORTE,3.6,3.2,ACTIVO,CC,08/08/1997,M
1312660056,18272,2023-2,SEBASTIAN,ALVAREZ,TERESA,RAMOS,sebastian.alvarez297@correo.edu.co,3995883051,6072299606,14/07/2023,2023-02,ECM-20232-297,DIURNA,NORTE,4.6,4.5,ACTIVO,CC,02/02/2002,M
1757434311,18271,2022-1,CAROLINA,SANCHEZ,LUCIA,MENDOZA,carolina.sanchez298@correo.edu.co,3877837635,6074391714,07/02/2022,2022-01,ECM-20221-298,NOCTURNA,CENTRO,3.2,3.7,ACTIVO,CC,25/07/1998,M
1057767598,18271,2023-2,SEBASTIAN,ALVAREZ,ISABEL,QUINTERO,sebastian.alvarez299@correo.edu.co,3237080552,6074145278,02/07/2023,2023-02,ECM-20232-299,DIURNA,PRINCIPAL,4.0,3.1,INSCRITO,CC,17/09/2000,F
1581320551,10923,2020-1,NATALIA,JIMENEZ,ALBERTO,MORA,natalia.jimenez300@correo.edu.co,3316735034,6075060564,07/02/2020,2020-01,ECM-20201-300,SABATINA,SUR,3.2,4.5,MATRICULADO,CC,09/01/2002,M
